# IMG_ID:  N1551888681_1
# Date:    2007/03/06
# Res:     7.9
# Alt_min: 0.0
# Alt_max: 700.0
# Sun_min: 0.0
# Sun_max: 5.0
#----------------------
# SS_lat: -13.3
# SS_lon: 127.0
# SC_lat: -16.3
# SC_lon: 329.2
#----------------------
# Alt[km] Lat[degN] Lon[degW]  I/F_dec[]
     31.9     -47.5      77.8  2.163e-01
     31.7     -47.6      77.9  2.309e-01
     31.5     -47.8      78.0  2.207e-01
     31.3     -48.0      78.1  2.141e-01
     31.1     -48.1      78.3  2.157e-01
     30.9     -48.3      78.4  2.169e-01
     30.8     -48.4      78.5  2.252e-01
     30.7     -48.6      78.6  2.265e-01
     30.6     -48.7      78.7  2.209e-01
     30.6     -48.9      78.8  2.165e-01
     30.5     -49.1      78.9  2.171e-01
     30.5     -49.2      79.0  2.211e-01
     47.6     -44.8      76.1  2.284e-01
     47.0     -45.0      76.2  2.298e-01
     46.4     -45.1      76.3  2.271e-01
     45.8     -45.3      76.4  2.353e-01
     45.2     -45.4      76.5  2.321e-01
     44.6     -45.6      76.6  2.286e-01
     44.1     -45.8      76.7  2.419e-01
     43.6     -45.9      76.8  2.445e-01
     43.1     -46.1      76.9  2.351e-01
     42.6     -46.2      77.0  2.191e-01
     42.2     -46.4      77.1  2.331e-01
     41.8     -46.5      77.2  2.303e-01
     41.4     -46.7      77.3  2.123e-01
     41.0     -46.9      77.4  2.188e-01
     40.7     -47.0      77.5  2.214e-01
     40.4     -47.2      77.6  2.248e-01
     40.1     -47.3      77.7  2.251e-01
     39.8     -47.5      77.8  2.264e-01
     39.6     -47.6      77.9  2.286e-01
     39.4     -47.8      78.0  2.257e-01
     39.2     -48.0      78.1  2.267e-01
     39.0     -48.1      78.3  2.308e-01
     38.8     -48.3      78.4  2.352e-01
     38.7     -48.4      78.5  2.136e-01
     38.6     -48.6      78.6  2.373e-01
     38.5     -48.7      78.7  2.310e-01
     38.5     -48.9      78.8  2.205e-01
     38.4     -49.1      78.9  2.184e-01
     38.4     -49.2      79.0  2.299e-01
     55.5     -44.8      76.1  2.375e-01
     54.9     -45.0      76.2  2.372e-01
     54.2     -45.1      76.3  2.324e-01
     53.6     -45.3      76.4  2.314e-01
     53.1     -45.5      76.5  2.273e-01
     52.5     -45.6      76.6  2.305e-01
     52.0     -45.8      76.7  2.289e-01
     51.5     -45.9      76.8  2.250e-01
     51.0     -46.1      76.9  2.318e-01
     50.5     -46.2      77.0  2.477e-01
     50.1     -46.4      77.1  2.562e-01
     49.7     -46.6      77.2  2.371e-01
     49.3     -46.7      77.3  2.415e-01
     48.9     -46.9      77.4  2.463e-01
     48.6     -47.0      77.5  2.332e-01
     48.3     -47.2      77.6  2.330e-01
     48.0     -47.3      77.7  2.469e-01
     47.7     -47.5      77.8  2.419e-01
     47.5     -47.7      77.9  2.138e-01
     47.2     -47.8      78.0  2.253e-01
     47.0     -48.0      78.2  2.334e-01
     46.9     -48.1      78.3  2.253e-01
     46.7     -48.3      78.4  2.299e-01
     46.6     -48.4      78.5  2.228e-01
     46.5     -48.6      78.6  2.210e-01
     46.4     -48.7      78.7  2.466e-01
     46.4     -48.9      78.8  2.393e-01
     46.3     -49.1      78.9  2.342e-01
     46.3     -49.2      79.0  2.290e-01
     63.4     -44.8      76.1  2.229e-01
     62.7     -45.0      76.2  2.230e-01
     62.1     -45.1      76.3  2.388e-01
     61.5     -45.3      76.4  2.316e-01
     60.9     -45.5      76.5  2.353e-01
     60.4     -45.6      76.6  2.502e-01
     59.8     -45.8      76.7  2.306e-01
     59.3     -45.9      76.8  2.361e-01
     58.9     -46.1      76.9  2.213e-01
     58.4     -46.2      77.0  2.089e-01
     58.0     -46.4      77.1  2.004e-01
     57.6     -46.6      77.2  2.295e-01
     57.2     -46.7      77.3  2.230e-01
     56.8     -46.9      77.4  2.264e-01
     56.5     -47.0      77.5  2.291e-01
     56.2     -47.2      77.6  2.303e-01
     55.9     -47.3      77.7  2.281e-01
     55.6     -47.5      77.8  2.362e-01
     55.4     -47.7      77.9  2.396e-01
     55.1     -47.8      78.0  2.283e-01
     54.9     -48.0      78.2  2.372e-01
     54.8     -48.1      78.3  2.295e-01
     54.6     -48.3      78.4  2.294e-01
     54.5     -48.4      78.5  2.490e-01
     54.4     -48.6      78.6  2.231e-01
     54.3     -48.7      78.7  2.116e-01
     54.3     -48.9      78.8  2.294e-01
     54.2     -49.1      78.9  2.421e-01
     54.2     -49.2      79.0  2.290e-01
     71.2     -44.8      76.1  2.568e-01
     70.6     -45.0      76.2  2.610e-01
     70.0     -45.2      76.3  2.535e-01
     69.4     -45.3      76.4  2.286e-01
     68.8     -45.5      76.5  2.505e-01
     68.3     -45.6      76.6  2.276e-01
     67.7     -45.8      76.7  2.235e-01
     67.2     -45.9      76.8  2.510e-01
     66.7     -46.1      76.9  2.572e-01
     66.3     -46.3      77.0  2.630e-01
     65.9     -46.4      77.1  2.296e-01
     65.4     -46.6      77.2  2.530e-01
     65.1     -46.7      77.3  2.504e-01
     64.7     -46.9      77.4  2.371e-01
     64.4     -47.0      77.5  2.399e-01
     64.1     -47.2      77.6  2.432e-01
     63.8     -47.3      77.7  2.301e-01
     63.5     -47.5      77.8  2.403e-01
     63.3     -47.7      77.9  2.484e-01
     63.0     -47.8      78.0  2.397e-01
     62.8     -48.0      78.2  2.484e-01
     62.7     -48.1      78.3  2.531e-01
     62.5     -48.3      78.4  2.346e-01
     62.4     -48.4      78.5  2.426e-01
     62.3     -48.6      78.6  2.615e-01
     62.2     -48.7      78.7  2.604e-01
     62.2     -48.9      78.8  2.435e-01
     62.1     -49.1      78.9  2.333e-01
     62.1     -49.2      79.0  2.459e-01
     79.1     -44.9      76.1  2.422e-01
     78.5     -45.0      76.2  2.240e-01
     77.8     -45.2      76.3  2.335e-01
     77.2     -45.3      76.4  2.382e-01
     76.7     -45.5      76.5  2.468e-01
     76.1     -45.6      76.6  2.483e-01
     75.6     -45.8      76.7  2.541e-01
     75.1     -46.0      76.8  2.407e-01
     74.6     -46.1      76.9  2.259e-01
     74.2     -46.3      77.0  2.651e-01
     73.7     -46.4      77.1  2.459e-01
     73.3     -46.6      77.2  2.377e-01
     73.0     -46.7      77.3  2.376e-01
     72.6     -46.9      77.4  2.318e-01
     72.3     -47.0      77.5  2.474e-01
     71.9     -47.2      77.6  2.449e-01
     71.7     -47.4      77.7  2.354e-01
     71.4     -47.5      77.8  2.403e-01
     71.1     -47.7      77.9  2.326e-01
     70.9     -47.8      78.1  2.483e-01
     70.7     -48.0      78.2  2.351e-01
     70.6     -48.1      78.3  2.408e-01
     70.4     -48.3      78.4  2.436e-01
     70.3     -48.4      78.5  2.335e-01
     70.2     -48.6      78.6  2.334e-01
     70.1     -48.7      78.7  2.421e-01
     70.0     -48.9      78.8  2.446e-01
     70.0     -49.1      78.9  2.451e-01
     70.0     -49.2      79.0  2.475e-01
     87.6     -44.7      76.1  2.429e-01
     87.0     -44.9      76.2  2.545e-01
     86.3     -45.0      76.2  2.631e-01
     85.7     -45.2      76.3  2.613e-01
     85.1     -45.3      76.4  2.580e-01
     84.6     -45.5      76.5  2.370e-01
     84.0     -45.7      76.6  2.447e-01
     83.5     -45.8      76.7  2.529e-01
     83.0     -46.0      76.8  2.467e-01
     82.5     -46.1      76.9  2.421e-01
     82.1     -46.3      77.0  2.430e-01
     81.6     -46.4      77.1  2.532e-01
     81.2     -46.6      77.2  2.338e-01
     80.8     -46.7      77.3  2.584e-01
     80.5     -46.9      77.4  2.635e-01
     80.1     -47.0      77.5  2.540e-01
     79.8     -47.2      77.6  2.665e-01
     79.5     -47.4      77.7  2.566e-01
     79.3     -47.5      77.8  2.579e-01
     79.0     -47.7      77.9  2.479e-01
     78.8     -47.8      78.1  2.603e-01
     78.6     -48.0      78.2  2.393e-01
     78.4     -48.1      78.3  2.478e-01
     78.3     -48.3      78.4  2.448e-01
     78.2     -48.4      78.5  2.502e-01
     78.1     -48.6      78.6  2.579e-01
     78.0     -48.8      78.7  2.395e-01
     77.9     -48.9      78.8  2.356e-01
     77.9     -49.1      78.9  2.486e-01
     77.9     -49.2      79.0  2.386e-01
     95.5     -44.7      76.1  2.653e-01
     94.8     -44.9      76.2  2.526e-01
     94.2     -45.0      76.3  2.502e-01
     93.6     -45.2      76.3  2.660e-01
     93.0     -45.4      76.4  2.532e-01
     92.4     -45.5      76.5  2.505e-01
     91.9     -45.7      76.6  2.601e-01
     91.4     -45.8      76.7  2.642e-01
     90.9     -46.0      76.8  2.547e-01
     90.4     -46.1      76.9  2.714e-01
     89.9     -46.3      77.0  2.566e-01
     89.5     -46.4      77.1  2.567e-01
     89.1     -46.6      77.2  2.417e-01
     88.7     -46.7      77.3  2.559e-01
     88.4     -46.9      77.4  2.508e-01
     88.0     -47.1      77.5  2.298e-01
     87.7     -47.2      77.6  2.351e-01
     87.4     -47.4      77.7  2.507e-01
     87.2     -47.5      77.8  2.523e-01
     86.9     -47.7      78.0  2.527e-01
     86.7     -47.8      78.1  2.570e-01
     86.5     -48.0      78.2  2.517e-01
     86.3     -48.1      78.3  2.635e-01
     86.2     -48.3      78.4  2.573e-01
     86.1     -48.4      78.5  2.496e-01
     86.0     -48.6      78.6  2.434e-01
     85.9     -48.8      78.7  2.571e-01
     85.8     -48.9      78.8  2.619e-01
     85.8     -49.1      78.9  2.632e-01
     85.8     -49.2      79.0  2.582e-01
    103.4     -44.7      76.1  2.719e-01
    102.7     -44.9      76.2  2.561e-01
    102.1     -45.1      76.3  2.592e-01
    101.5     -45.2      76.4  2.477e-01
    100.9     -45.4      76.5  2.597e-01
    100.3     -45.5      76.5  2.683e-01
     99.8     -45.7      76.6  2.650e-01
     99.2     -45.8      76.7  2.424e-01
     98.7     -46.0      76.8  2.551e-01
     98.3     -46.1      76.9  2.572e-01
     97.8     -46.3      77.0  2.394e-01
     97.4     -46.4      77.1  2.588e-01
     97.0     -46.6      77.2  2.776e-01
     96.6     -46.8      77.3  2.522e-01
     96.3     -46.9      77.4  2.584e-01
     95.9     -47.1      77.5  2.700e-01
     95.6     -47.2      77.6  2.684e-01
     95.3     -47.4      77.7  2.584e-01
     95.1     -47.5      77.9  2.580e-01
     94.8     -47.7      78.0  2.757e-01
     94.6     -47.8      78.1  2.425e-01
     94.4     -48.0      78.2  2.443e-01
     94.2     -48.1      78.3  2.656e-01
     94.1     -48.3      78.4  2.609e-01
     94.0     -48.4      78.5  2.620e-01
     93.9     -48.6      78.6  2.478e-01
     93.8     -48.8      78.7  2.695e-01
     93.7     -48.9      78.8  2.688e-01
     93.7     -49.1      78.9  2.568e-01
     93.7     -49.2      79.0  2.601e-01
    111.2     -44.8      76.1  2.596e-01
    110.6     -44.9      76.2  2.675e-01
    109.9     -45.1      76.3  2.705e-01
    109.3     -45.2      76.4  2.638e-01
    108.7     -45.4      76.5  2.665e-01
    108.2     -45.5      76.6  2.645e-01
    107.6     -45.7      76.7  2.540e-01
    107.1     -45.8      76.7  2.617e-01
    106.6     -46.0      76.8  2.756e-01
    106.2     -46.1      76.9  2.733e-01
    105.7     -46.3      77.0  2.508e-01
    105.3     -46.5      77.1  2.596e-01
    104.9     -46.6      77.2  2.688e-01
    104.5     -46.8      77.3  2.542e-01
    104.1     -46.9      77.4  2.704e-01
    103.8     -47.1      77.5  2.637e-01
    103.5     -47.2      77.6  2.588e-01
    103.2     -47.4      77.7  2.676e-01
    103.0     -47.5      77.9  2.502e-01
    102.7     -47.7      78.0  2.568e-01
    102.5     -47.8      78.1  2.584e-01
    102.3     -48.0      78.2  2.716e-01
    102.1     -48.1      78.3  2.577e-01
    102.0     -48.3      78.4  2.666e-01
    101.9     -48.4      78.5  2.827e-01
    101.8     -48.6      78.6  2.652e-01
    101.7     -48.8      78.7  2.607e-01
    101.6     -48.9      78.8  2.543e-01
    101.6     -49.1      78.9  2.584e-01
    101.6     -49.2      79.0  2.539e-01
    119.1     -44.8      76.1  2.765e-01
    118.4     -44.9      76.2  2.754e-01
    117.8     -45.1      76.3  2.614e-01
    117.2     -45.2      76.4  2.814e-01
    116.6     -45.4      76.5  2.685e-01
    116.1     -45.5      76.6  2.709e-01
    115.5     -45.7      76.7  2.683e-01
    115.0     -45.8      76.8  2.667e-01
    114.5     -46.0      76.9  2.590e-01
    114.0     -46.2      76.9  2.727e-01
    113.6     -46.3      77.0  2.777e-01
    113.2     -46.5      77.1  2.774e-01
    112.8     -46.6      77.2  2.658e-01
    112.4     -46.8      77.3  2.728e-01
    112.0     -46.9      77.4  2.566e-01
    111.7     -47.1      77.5  2.642e-01
    111.4     -47.2      77.7  2.649e-01
    111.1     -47.4      77.8  2.715e-01
    110.8     -47.5      77.9  2.838e-01
    110.6     -47.7      78.0  2.815e-01
    110.4     -47.8      78.1  2.643e-01
    110.2     -48.0      78.2  2.744e-01
    110.0     -48.1      78.3  2.709e-01
    109.9     -48.3      78.4  2.569e-01
    109.8     -48.5      78.5  2.718e-01
    109.7     -48.6      78.6  2.648e-01
    109.6     -48.8      78.7  2.642e-01
    109.5     -48.9      78.8  2.551e-01
    109.5     -49.1      78.9  2.673e-01
    109.5     -49.2      79.0  2.786e-01
    127.0     -44.8      76.1  2.766e-01
    126.3     -44.9      76.2  2.707e-01
    125.7     -45.1      76.3  2.728e-01
    125.1     -45.2      76.4  2.753e-01
    124.5     -45.4      76.5  2.615e-01
    123.9     -45.5      76.6  2.717e-01
    123.4     -45.7      76.7  2.703e-01
    122.9     -45.9      76.8  2.808e-01
    122.4     -46.0      76.9  2.828e-01
    121.9     -46.2      77.0  2.711e-01
    121.5     -46.3      77.1  2.636e-01
    121.0     -46.5      77.2  2.853e-01
    120.6     -46.6      77.3  2.629e-01
    120.3     -46.8      77.4  2.843e-01
    119.9     -46.9      77.5  2.894e-01
    119.6     -47.1      77.6  2.763e-01
    119.3     -47.2      77.7  2.767e-01
    119.0     -47.4      77.8  2.776e-01
    118.7     -47.5      77.9  2.581e-01
    118.5     -47.7      78.0  2.757e-01
    118.3     -47.8      78.1  2.871e-01
    118.1     -48.0      78.2  2.781e-01
    117.9     -48.1      78.3  2.719e-01
    117.8     -48.3      78.4  2.833e-01
    117.7     -48.5      78.5  2.631e-01
    117.6     -48.6      78.6  2.782e-01
    117.5     -48.8      78.7  2.964e-01
    117.4     -48.9      78.8  2.744e-01
    117.4     -49.1      78.9  2.759e-01
    117.4     -49.2      79.0  2.660e-01
    134.8     -44.8      76.1  2.906e-01
    134.2     -44.9      76.2  2.909e-01
    133.6     -45.1      76.3  2.933e-01
    133.0     -45.3      76.4  2.726e-01
    132.4     -45.4      76.5  2.803e-01
    131.8     -45.6      76.6  3.017e-01
    131.3     -45.7      76.7  2.958e-01
    130.8     -45.9      76.8  2.767e-01
    130.3     -46.0      76.9  2.777e-01
    129.8     -46.2      77.0  2.843e-01
    129.4     -46.3      77.1  2.858e-01
    128.9     -46.5      77.2  2.845e-01
    128.5     -46.6      77.3  2.861e-01
    128.2     -46.8      77.4  2.776e-01
    127.8     -46.9      77.5  2.710e-01
    127.5     -47.1      77.6  2.660e-01
    127.2     -47.2      77.7  2.756e-01
    126.9     -47.4      77.8  2.854e-01
    126.6     -47.5      77.9  2.736e-01
    126.4     -47.7      78.0  2.758e-01
    126.2     -47.8      78.1  2.631e-01
    126.0     -48.0      78.2  2.705e-01
    125.8     -48.2      78.3  2.668e-01
    125.7     -48.3      78.4  2.790e-01
    125.5     -48.5      78.5  2.812e-01
    125.4     -48.6      78.6  2.991e-01
    125.4     -48.8      78.7  2.754e-01
    125.3     -48.9      78.8  2.652e-01
    125.3     -49.1      78.9  2.805e-01
    125.3     -49.2      79.0  2.863e-01
    142.7     -44.8      76.1  2.691e-01
    142.1     -45.0      76.2  2.601e-01
    141.4     -45.1      76.3  2.837e-01
    140.8     -45.3      76.4  2.716e-01
    140.2     -45.4      76.5  2.955e-01
    139.7     -45.6      76.6  2.877e-01
    139.2     -45.7      76.7  2.663e-01
    138.6     -45.9      76.8  2.862e-01
    138.2     -46.0      76.9  2.756e-01
    137.7     -46.2      77.0  2.621e-01
    137.2     -46.3      77.1  2.767e-01
    136.8     -46.5      77.2  2.826e-01
    136.4     -46.6      77.3  2.744e-01
    136.0     -46.8      77.4  2.847e-01
    135.7     -46.9      77.5  2.884e-01
    135.4     -47.1      77.6  2.996e-01
    135.1     -47.2      77.7  2.875e-01
    134.8     -47.4      77.8  2.744e-01
    134.5     -47.5      77.9  2.814e-01
    134.3     -47.7      78.0  2.873e-01
    134.1     -47.9      78.1  2.832e-01
    133.9     -48.0      78.2  2.840e-01
    133.7     -48.2      78.3  2.757e-01
    133.6     -48.3      78.4  2.716e-01
    133.4     -48.5      78.5  2.763e-01
    133.3     -48.6      78.6  2.643e-01
    133.3     -48.8      78.7  2.631e-01
    133.2     -48.9      78.8  2.955e-01
    133.2     -49.1      78.9  2.708e-01
    133.2     -49.2      79.0  2.885e-01
    150.6     -44.8      76.1  2.915e-01
    149.9     -45.0      76.2  3.003e-01
    149.3     -45.1      76.3  3.008e-01
    148.7     -45.3      76.4  3.049e-01
    148.1     -45.4      76.5  3.090e-01
    147.6     -45.6      76.6  2.697e-01
    147.0     -45.7      76.7  2.802e-01
    146.5     -45.9      76.8  2.997e-01
    146.0     -46.0      76.9  2.974e-01
    145.6     -46.2      77.0  3.046e-01
    145.1     -46.3      77.1  2.938e-01
    144.7     -46.5      77.2  2.887e-01
    144.3     -46.6      77.3  2.867e-01
    143.9     -46.8      77.4  2.888e-01
    143.6     -46.9      77.5  2.742e-01
    143.3     -47.1      77.6  2.934e-01
    143.0     -47.2      77.7  2.806e-01
    142.7     -47.4      77.8  2.886e-01
    142.4     -47.6      77.9  2.972e-01
    142.2     -47.7      78.0  2.879e-01
    142.0     -47.9      78.1  2.943e-01
    141.8     -48.0      78.2  3.005e-01
    141.6     -48.2      78.3  2.968e-01
    141.5     -48.3      78.4  3.056e-01
    141.3     -48.5      78.5  3.016e-01
    141.2     -48.6      78.6  2.765e-01
    141.2     -48.8      78.7  2.858e-01
    141.1     -48.9      78.8  2.948e-01
    141.1     -49.1      78.9  2.888e-01
    141.1     -49.2      79.0  2.880e-01
    158.4     -44.8      76.1  2.924e-01
    157.8     -45.0      76.2  2.978e-01
    157.2     -45.1      76.3  2.771e-01
    156.6     -45.3      76.4  2.747e-01
    156.0     -45.4      76.5  2.767e-01
    155.4     -45.6      76.6  2.827e-01
    154.9     -45.7      76.7  2.963e-01
    154.4     -45.9      76.8  2.887e-01
    153.9     -46.0      76.9  2.849e-01
    153.4     -46.2      77.0  2.887e-01
    153.0     -46.3      77.1  2.800e-01
    152.6     -46.5      77.2  2.821e-01
    152.2     -46.7      77.3  2.944e-01
    151.8     -46.8      77.4  2.812e-01
    151.5     -47.0      77.5  2.906e-01
    151.1     -47.1      77.6  2.817e-01
    150.8     -47.3      77.7  2.834e-01
    150.6     -47.4      77.8  2.883e-01
    150.3     -47.6      77.9  2.910e-01
    150.1     -47.7      78.0  2.870e-01
    149.9     -47.9      78.1  2.701e-01
    149.7     -48.0      78.2  2.767e-01
    149.5     -48.2      78.3  2.838e-01
    149.4     -48.3      78.4  2.789e-01
    149.2     -48.5      78.5  2.805e-01
    149.1     -48.6      78.6  2.967e-01
    149.1     -48.8      78.7  3.034e-01
    149.0     -48.9      78.8  2.810e-01
    149.0     -49.1      78.9  2.785e-01
    149.0     -49.2      79.0  2.905e-01
    166.3     -44.8      76.1  3.023e-01
    165.7     -45.0      76.2  3.025e-01
    165.0     -45.1      76.3  3.100e-01
    164.4     -45.3      76.4  3.152e-01
    163.9     -45.5      76.5  3.079e-01
    163.3     -45.6      76.6  3.182e-01
    162.8     -45.8      76.7  3.024e-01
    162.3     -45.9      76.8  3.057e-01
    161.8     -46.1      76.9  2.970e-01
    161.3     -46.2      77.0  3.016e-01
    160.9     -46.4      77.1  3.090e-01
    160.5     -46.5      77.2  3.069e-01
    160.1     -46.7      77.3  3.093e-01
    159.7     -46.8      77.4  3.035e-01
    159.4     -47.0      77.5  3.093e-01
    159.0     -47.1      77.6  3.053e-01
    158.7     -47.3      77.7  3.104e-01
    158.5     -47.4      77.8  2.966e-01
    158.2     -47.6      77.9  3.100e-01
    158.0     -47.7      78.0  3.008e-01
    157.7     -47.9      78.1  3.067e-01
    157.6     -48.0      78.2  3.113e-01
    157.4     -48.2      78.3  2.845e-01
    157.2     -48.3      78.4  2.942e-01
    157.1     -48.5      78.5  3.084e-01
    157.0     -48.6      78.6  3.132e-01
    157.0     -48.8      78.7  2.970e-01
    156.9     -48.9      78.8  2.961e-01
    156.9     -49.1      78.9  3.059e-01
    156.9     -49.2      79.0  3.068e-01
    174.2     -44.9      76.1  3.011e-01
    173.5     -45.0      76.2  2.852e-01
    172.9     -45.2      76.3  2.937e-01
    172.3     -45.3      76.4  3.128e-01
    171.7     -45.5      76.5  2.766e-01
    171.2     -45.6      76.6  2.816e-01
    170.7     -45.8      76.7  3.100e-01
    170.2     -45.9      76.8  2.975e-01
    169.7     -46.1      76.9  2.886e-01
    169.2     -46.2      77.0  3.053e-01
    168.8     -46.4      77.1  3.098e-01
    168.4     -46.5      77.2  2.766e-01
    168.0     -46.7      77.3  2.689e-01
    167.6     -46.8      77.4  2.989e-01
    167.2     -47.0      77.5  2.900e-01
    166.9     -47.1      77.6  2.999e-01
    166.6     -47.3      77.7  3.083e-01
    166.3     -47.4      77.8  2.844e-01
    166.1     -47.6      77.9  2.985e-01
    165.9     -47.7      78.0  2.942e-01
    165.6     -47.9      78.1  2.965e-01
    165.4     -48.0      78.2  2.883e-01
    165.3     -48.2      78.3  3.036e-01
    165.1     -48.3      78.4  3.123e-01
    165.0     -48.5      78.5  2.914e-01
    164.9     -48.6      78.6  2.955e-01
    164.8     -48.8      78.7  2.960e-01
    164.8     -48.9      78.8  2.926e-01
    164.8     -49.1      78.9  2.785e-01
    164.8     -49.2      79.0  2.864e-01
    182.7     -44.7      76.1  3.005e-01
    182.0     -44.9      76.1  3.096e-01
    181.4     -45.0      76.2  3.143e-01
    180.8     -45.2      76.3  2.919e-01
    180.2     -45.3      76.4  3.028e-01
    179.6     -45.5      76.5  3.317e-01
    179.1     -45.6      76.6  3.035e-01
    178.5     -45.8      76.7  3.006e-01
